tiempo,muestra_id,etiqueta,MQ2,MQ4,MQ135,MQ3,MQ7,MQ9,temp,humedad
52,gasolina_90_010,gasolina_90,451.22,294.17,518.81,517.3,161.34,258.72,21.83,59.99
53,gasolina_90_010,gasolina_90,448.0,298.14,518.26,521.61,164.92,256.66,22.17,59.41
54,gasolina_90_010,gasolina_90,450.83,299.85,513.27,520.5,161.06,258.04,22.27,59.67
55,gasolina_90_010,gasolina_90,447.46,298.76,522.0,520.74,166.26,262.38,21.56,59.74
56,gasolina_90_010,gasolina_90,448.95,300.47,512.95,529.7,164.63,261.68,22.24,61.17
57,gasolina_90_010,gasolina_90,453.96,302.36,522.04,522.45,161.87,259.17,21.86,59.32
58,gasolina_90_010,gasolina_90,451.79,294.9,522.99,523.54,163.98,260.46,22.62,60.68
59,gasolina_90_010,gasolina_90,448.9,301.06,521.32,521.32,159.74,263.69,21.86,60.48
0,gasolina_90_011,gasolina_90,0.68,1.91,0.0,0.0,0.0,0.0,21.79,60.0
1,gasolina_90_011,gasolina_90,26.26,19.55,32.06,41.98,11.02,14.94,21.79,59.81
2,gasolina_90_011,gasolina_90,62.57,47.12,56.67,74.28,24.41,32.36,21.9,60.66
3,gasolina_90_011,gasolina_90,90.54,64.86,80.64,113.53,37.47,49.45,22.27,60.65
4,gasolina_90_011,gasolina_90,118.7,84.05,110.82,150.03,45.61,63.8,21.91,60.12
5,gasolina_90_011,gasolina_90,133.83,100.25,135.36,169.98,58.21,82.45,21.91,60.27
6,gasolina_90_011,gasolina_90,160.16,120.78,156.55,201.13,64.11,91.36,22.02,59.64
7,gasolina_90_011,gasolina_90,186.4,135.57,171.52,228.25,69.36,105.35,22.05,60.63
8,gasolina_90_011,gasolina_90,203.17,149.72,193.56,253.28,77.58,118.51,21.99,60.25
9,gasolina_90_011,gasolina_90,218.22,157.16,209.84,281.94,83.36,125.17,21.81,60.56
10,gasolina_90_011,gasolina_90,235.49,177.18,231.29,302.81,88.99,129.5,21.71,59.31
11,gasolina_90_011,gasolina_90,256.59,184.93,243.3,317.01,94.68,147.66,22.06,59.93
12,gasolina_90_011,gasolina_90,269.2,200.49,255.9,343.18,104.71,160.81,21.58,60.34
13,gasolina_90_011,gasolina_90,281.24,207.58,268.09,360.87,111.75,171.06,22.16,59.58
14,gasolina_90_011,gasolina_90,293.48,214.14,277.3,376.91,116.94,165.46,22.21,60.24
15,gasolina_90_011,gasolina_90,304.87,224.09,299.3,395.9,119.56,175.65,22.02,59.74
16,gasolina_90_011,gasolina_90,312.28,239.06,306.03,409.67,123.85,180.78,21.96,59.2
17,gasolina_90_011,gasolina_90,336.21,237.12,312.81,420.98,132.09,189.22,21.75,60.63
18,gasolina_90_011,gasolina_90,341.66,249.81,327.72,442.41,138.7,192.91,22.32,60.19
19,gasolina_90_011,gasolina_90,350.4,250.02,334.12,444.89,138.31,203.6,21.59,59.99
20,gasolina_90_011,gasolina_90,361.09,260.99,345.28,459.7,140.28,204.64,21.76,59.44
21,gasolina_90_011,gasolina_90,368.11,267.65,350.6,467.96,141.56,213.34,21.93,59.33
22,gasolina_90_011,gasolina_90,375.94,272.62,358.52,483.96,145.42,215.5,21.76,59.89
23,gasolina_90_011,gasolina_90,382.77,273.85,365.96,488.71,148.42,221.9,22.07,60.74
24,gasolina_90_011,gasolina_90,384.72,283.87,372.09,493.87,153.8,229.64,22.0,60.25
25,gasolina_90_011,gasolina_90,394.28,285.95,372.44,503.07,149.21,231.42,21.98,59.83
26,gasolina_90_011,gasolina_90,402.61,289.05,381.28,512.97,158.78,231.21,22.05,60.04
27,gasolina_90_011,gasolina_90,406.68,297.07,385.8,520.0,154.63,233.12,21.9,61.27
28,gasolina_90_011,gasolina_90,410.54,296.04,393.46,528.06,164.88,234.09,21.68,60.41
29,gasolina_90_011,gasolina_90,411.36,302.48,397.73,532.51,163.82,236.59,21.95,59.99
30,gasolina_90_011,gasolina_90,420.48,307.4,404.16,541.06,164.69,242.6,21.68,60.03
31,gasolina_90_011,gasolina_90,425.71,312.39,404.84,541.99,163.44,245.29,22.21,59.8
32,gasolina_90_011,gasolina_90,430.96,313.48,410.35,548.42,168.95,246.93,22.46,59.57
33,gasolina_90_011,gasolina_90,433.5,314.23,411.67,553.77,168.57,256.84,21.96,59.43
34,gasolina_90_011,gasolina_90,436.24,312.13,417.33,558.31,171.89,253.0,21.9,59.92
35,gasolina_90_011,gasolina_90,436.37,317.35,421.65,558.6,169.53,248.96,22.11,60.9
36,gasolina_90_011,gasolina_90,437.8,317.39,423.26,566.36,172.61,252.35,21.96,60.18
37,gasolina_90_011,gasolina_90,447.67,319.16,425.26,570.6,170.3,260.51,21.87,59.98
38,gasolina_90_011,gasolina_90,448.88,325.2,423.37,572.08,177.18,255.84,21.83,60.46
39,gasolina_90_011,gasolina_90,448.7,327.26,431.75,578.87,182.21,260.76,22.23,59.75
40,gasolina_90_011,gasolina_90,448.95,330.68,433.85,576.31,175.44,260.81,22.07,60.25
41,gasolina_90_011,gasolina_90,455.07,330.56,434.08,578.74,182.17,260.9,21.96,59.54
42,gasolina_90_011,gasolina_90,465.04,330.35,436.29,586.19,179.41,264.91,22.36,60.25
43,gasolina_90_011,gasolina_90,454.97,334.2,440.32,593.59,174.16,266.74,22.04,60.42
44,gasolina_90_011,gasolina_90,459.62,333.74,443.36,591.63,181.96,264.11,21.88,59.22
45,gasolina_90_011,gasolina_90,464.05,338.76,439.81,590.19,178.29,260.66,21.84,59.43
46,gasolina_90_011,gasolina_90,461.91,336.41,439.32,599.88,184.06,263.67,22.05,60.21
47,gasolina_90_011,gasolina_90,468.18,337.24,448.88,594.04,176.86,269.01,22.26,61.29
48,gasolina_90_011,gasolina_90,462.38,342.79,445.68,599.78,176.99,263.84,21.84,60.04
49,gasolina_90_011,gasolina_90,465.33,343.61,451.22,600.87,186.75,269.61,21.76,60.68
50,gasolina_90_011,gasolina_90,466.63,345.23,454.01,601.97,177.87,266.29,22.26,59.92
51,gasolina_90_011,gasolina_90,469.8,345.6,452.44,602.87,182.17,268.75,22.17,60.28
52,gasolina_90_011,gasolina_90,469.84,347.33,450.97,600.82,180.93,267.35,21.95,60.62
53,gasolina_90_011,gasolina_90,469.17,345.36,450.33,603.85,179.05,270.19,21.96,60.27
54,gasolina_90_011,gasolina_90,473.17,341.87,456.43,606.43,184.54,271.35,21.9,60.11
55,gasolina_90_011,gasolina_90,474.79,340.85,452.38,606.13,185.04,275.45,21.85,59.75
56,gasolina_90_011,gasolina_90,472.62,344.27,453.72,610.24,181.42,273.61,21.66,59.72
57,gasolina_90_011,gasolina_90,473.92,352.25,454.66,602.28,178.88,272.86,22.12,60.19
58,gasolina_90_011,gasolina_90,476.11,351.23,454.54,612.47,180.25,270.45,21.64,59.86
59,gasolina_90_011,gasolina_90,476.13,348.56,456.97,607.84,184.83,269.04,22.27,59.85
0,gasolina_90_012,gasolina_90,7.72,0.0,1.83,0.0,0.0,0.0,21.82,60.84
1,gasolina_90_012,gasolina_90,30.41,23.33,33.09,30.67,6.6,12.07,21.86,60.08
2,gasolina_90_012,gasolina_90,54.28,45.47,51.98,70.56,21.22,38.2,21.62,60.16
3,gasolina_90_012,gasolina_90,74.82,64.19,83.23,99.24,27.21,52.3,21.69,60.58
4,gasolina_90_012,gasolina_90,100.6,87.78,103.83,126.23,36.15,70.14,21.86,60.32
5,gasolina_90_012,gasolina_90,121.42,96.31,125.94,151.23,46.65,78.19,22.19,59.95
6,gasolina_90_012,gasolina_90,142.02,120.88,151.35,179.94,51.82,89.77,21.86,59.69
7,gasolina_90_012,gasolina_90,161.57,133.46,169.99,201.76,61.07,111.11,22.07,59.97
8,gasolina_90_012,gasolina_90,176.93,147.19,183.59,224.06,70.15,118.56,21.73,60.88
9,gasolina_90_012,gasolina_90,196.05,158.51,201.85,246.67,79.21,126.81,22.2,60.7
10,gasolina_90_012,gasolina_90,208.51,174.67,216.0,265.05,79.79,142.32,22.22,59.63
11,gasolina_90_012,gasolina_90,218.81,187.38,234.9,284.49,84.36,150.27,22.3,60.19
12,gasolina_90_012,gasolina_90,236.99,197.11,247.46,305.56,89.88,158.77,21.9,60.55
13,gasolina_90_012,gasolina_90,256.52,210.42,261.27,316.58,88.03,169.42,22.03,60.21
14,gasolina_90_012,gasolina_90,260.23,217.69,272.0,334.34,98.5,181.25,22.09,59.36
15,gasolina_90_012,gasolina_90,272.94,226.04,278.07,349.92,105.91,183.92,22.03,59.31
16,gasolina_90_012,gasolina_90,282.14,239.07,292.18,350.48,107.02,188.74,22.03,60.36
17,gasolina_90_012,gasolina_90,295.1,245.33,308.92,365.63,112.86,197.44,21.75,59.25
18,gasolina_90_012,gasolina_90,299.93,250.06,316.94,379.68,112.18,199.72,22.22,60.01
19,gasolina_90_012,gasolina_90,310.03,258.72,327.3,389.89,121.89,207.79,21.97,61.25
20,gasolina_90_012,gasolina_90,315.25,264.54,327.91,404.91,126.0,217.41,22.24,59.9
21,gasolina_90_012,gasolina_90,324.68,266.72,345.37,412.74,122.24,221.28,21.81,60.2
22,gasolina_90_012,gasolina_90,332.13,279.39,346.24,415.67,126.56,225.03,21.99,60.39
23,gasolina_90_012,gasolina_90,335.95,282.76,351.25,430.38,128.87,228.25,22.22,60.35
24,gasolina_90_012,gasolina_90,345.92,284.86,359.39,434.14,130.03,229.07,21.8,59.02
25,gasolina_90_012,gasolina_90,348.73,293.13,361.21,442.9,138.9,237.02,22.33,60.2
26,gasolina_90_012,gasolina_90,359.5,294.78,368.81,441.28,138.76,242.08,21.89,59.87
27,gasolina_90_012,gasolina_90,358.66,302.21,379.25,450.49,138.3,239.92,22.02,60.23
28,gasolina_90_012,gasolina_90,364.97,304.59,380.03,464.45,140.08,244.49,21.75,59.81
29,gasolina_90_012,gasolina_90,372.54,308.61,387.14,472.29,143.57,246.98,21.9,58.72
30,gasolina_90_012,gasolina_90,373.38,310.89,390.54,471.62,141.03,244.05,21.81,60.24
31,gasolina_90_012,gasolina_90,382.8,314.72,394.28,479.71,140.99,253.01,21.85,60.43
32,gasolina_90_012,gasolina_90,381.64,318.85,394.63,483.43,151.02,251.24,21.93,60.12
33,gasolina_90_012,gasolina_90,386.85,319.03,391.92,489.55,148.3,251.24,21.88,60.78
34,gasolina_90_012,gasolina_90,391.92,326.11,403.1,489.63,146.8,261.91,21.82,59.6
35,gasolina_90_012,gasolina_90,393.5,325.57,410.78,491.01,148.13,257.69,22.0,59.26
36,gasolina_90_012,gasolina_90,391.71,323.65,411.54,498.59,144.13,266.26,22.5,60.02
37,gasolina_90_012,gasolina_90,393.78,338.54,408.14,499.7,150.82,267.98,22.07,59.75
38,gasolina_90_012,gasolina_90,395.22,331.02,411.54,502.77,149.48,261.04,22.25,59.75
39,gasolina_90_012,gasolina_90,396.48,333.38,417.07,500.18,153.01,263.86,22.34,60.26
40,gasolina_90_012,gasolina_90,401.16,333.38,418.71,509.87,152.73,267.73,22.01,59.7
41,gasolina_90_012,gasolina_90,403.26,330.97,423.96,511.38,151.22,275.37,22.02,59.48
42,gasolina_90_012,gasolina_90,408.68,339.94,424.11,511.49,155.58,270.1,22.11,59.05
43,gasolina_90_012,gasolina_90,406.5,345.33,422.39,513.1,153.53,268.37,21.56,59.88
44,gasolina_90_012,gasolina_90,409.8,341.32,425.91,517.04,158.54,272.5,21.89,59.86
45,gasolina_90_012,gasolina_90,412.61,346.96,426.01,519.09,157.05,271.09,22.0,59.27
46,gasolina_90_012,gasolina_90,406.95,344.98,428.18,521.15,156.51,272.06,21.99,59.38
47,gasolina_90_012,gasolina_90,417.73,340.89,430.1,519.06,158.77,274.86,21.9,60.43
48,gasolina_90_012,gasolina_90,414.86,347.52,429.01,519.5,157.84,275.71,22.13,59.96
49,gasolina_90_012,gasolina_90,416.53,342.05,438.8,524.66,160.05,274.92,22.06,59.35
50,gasolina_90_012,gasolina_90,418.33,346.74,434.33,528.59,154.66,276.08,22.09,61.05
51,gasolina_90_012,gasolina_90,417.56,350.41,434.96,533.58,153.49,279.08,21.67,58.75
52,gasolina_90_012,gasolina_90,419.79,349.83,435.4,528.61,168.38,278.65,22.1,59.68
53,gasolina_90_012,gasolina_90,420.66,349.43,435.93,535.48,162.95,280.41,21.54,59.82
54,gasolina_90_012,gasolina_90,428.69,350.13,441.32,535.38,160.38,278.02,21.51,60.34
55,gasolina_90_012,gasolina_90,418.9,351.99,435.05,531.22,160.12,281.86,21.78,60.6
56,gasolina_90_012,gasolina_90,420.27,347.03,439.21,533.02,160.77,285.61,21.95,59.94
57,gasolina_90_012,gasolina_90,419.42,355.07,440.79,532.5,154.83,286.31,21.75,59.7
58,gasolina_90_012,gasolina_90,424.43,349.54,436.41,528.17,162.94,280.75,22.59,59.5
59,gasolina_90_012,gasolina_90,421.17,351.92,442.22,533.87,162.84,279.84,21.72,59.1
0,gasolina_90_013,gasolina_90,0.0,0.0,0.0,0.0,0.0,0.0,21.87,60.1
1,gasolina_90_013,gasolina_90,24.94,17.05,35.28,33.8,7.91,21.68,21.84,60.16
2,gasolina_90_013,gasolina_90,38.97,42.47,62.93,66.61,20.27,44.77,21.85,59.58
3,gasolina_90_013,gasolina_90,60.26,54.55,87.77,105.41,31.68,53.17,22.09,60.5
4,gasolina_90_013,gasolina_90,81.88,75.04,114.33,136.62,46.11,66.98,21.97,60.53
5,gasolina_90_013,gasolina_90,102.19,85.79,137.79,152.79,61.11,87.58,22.1,59.96
6,gasolina_90_013,gasolina_90,125.74,102.34,160.17,185.14,67.64,99.38,22.13,59.45
7,gasolina_90_013,gasolina_90,141.72,114.87,183.9,212.69,68.54,116.19,22.13,60.08
8,gasolina_90_013,gasolina_90,156.46,128.0,198.8,233.1,82.11,124.71,22.33,60.22
9,gasolina_90_013,gasolina_90,170.6,133.65,223.9,263.73,85.33,146.01,22.0,59.23
10,gasolina_90_013,gasolina_90,181.49,151.75,235.63,280.7,91.3,150.49,22.03,60.01
11,gasolina_90_013,gasolina_90,190.11,161.84,255.18,298.64,102.48,167.33,21.91,61.03
12,gasolina_90_013,gasolina_90,201.28,175.23,268.81,309.59,113.08,175.76,22.17,60.61
13,gasolina_90_013,gasolina_90,215.46,176.02,285.77,330.22,116.77,178.15,22.09,59.68
14,gasolina_90_013,gasolina_90,229.43,187.99,296.79,347.12,117.09,198.12,22.4,60.2
15,gasolina_90_013,gasolina_90,238.63,192.19,306.06,360.24,126.4,200.14,22.11,60.15
16,gasolina_90_013,gasolina_90,239.64,202.73,322.62,374.14,133.25,205.23,22.09,59.41
17,gasolina_90_013,gasolina_90,247.5,206.09,328.03,384.63,133.55,218.46,21.94,59.21
18,gasolina_90_013,gasolina_90,261.94,211.84,340.81,399.44,138.9,225.85,22.1,59.57
19,gasolina_90_013,gasolina_90,272.25,220.89,350.03,412.06,142.89,229.95,22.5,59.86
20,gasolina_90_013,gasolina_90,271.48,226.23,362.55,415.0,139.84,232.78,21.67,59.79
21,gasolina_90_013,gasolina_90,280.23,228.42,363.35,429.41,151.69,234.87,22.16,60.41
22,gasolina_90_013,gasolina_90,287.47,239.63,382.0,437.2,152.58,243.77,22.0,60.77
23,gasolina_90_013,gasolina_90,286.08,237.96,386.78,449.8,154.1,252.32,22.07,60.75
24,gasolina_90_013,gasolina_90,295.48,247.89,397.37,456.47,158.1,256.36,21.93,61.19
25,gasolina_90_013,gasolina_90,300.62,247.98,393.29,465.38,163.13,256.84,22.12,59.25
26,gasolina_90_013,gasolina_90,305.14,253.9,406.86,466.72,159.1,259.53,21.73,60.67
27,gasolina_90_013,gasolina_90,313.44,256.99,410.97,475.92,164.91,264.85,21.94,59.23
28,gasolina_90_013,gasolina_90,313.54,259.18,414.74,481.88,166.81,266.63,22.01,60.37
29,gasolina_90_013,gasolina_90,313.0,262.63,418.07,485.12,167.51,273.11,21.77,60.17
30,gasolina_90_013,gasolina_90,317.2,268.41,428.94,490.01,172.72,273.21,22.21,59.37
31,gasolina_90_013,gasolina_90,324.55,265.28,425.56,494.47,175.32,275.66,22.11,59.83
32,gasolina_90_013,gasolina_90,325.79,270.85,427.88,502.85,179.06,278.43,22.23,60.75
33,gasolina_90_013,gasolina_90,326.51,268.38,434.8,504.93,181.58,283.3,21.84,59.43
34,gasolina_90_013,gasolina_90,334.87,273.23,437.51,513.51,175.94,285.34,22.0,60.34
35,gasolina_90_013,gasolina_90,335.85,276.33,440.83,513.33,174.28,288.38,22.38,59.56
36,gasolina_90_013,gasolina_90,334.07,276.3,445.87,519.36,179.48,286.84,22.02,59.22
37,gasolina_90_013,gasolina_90,338.98,283.32,442.8,516.75,185.85,289.63,22.23,59.92
38,gasolina_90_013,gasolina_90,340.09,283.7,446.57,524.86,181.05,289.24,22.07,59.87
39,gasolina_90_013,gasolina_90,342.0,280.32,456.49,530.01,186.1,293.92,21.65,60.98
40,gasolina_90_013,gasolina_90,344.06,283.18,455.31,533.61,184.08,300.2,22.22,59.46
41,gasolina_90_013,gasolina_90,343.88,289.67,448.1,532.21,180.75,296.36,21.94,59.82
42,gasolina_90_013,gasolina_90,345.8,284.79,465.16,540.65,182.38,303.87,21.92,60.06
43,gasolina_90_013,gasolina_90,348.72,287.31,463.15,537.66,185.22,296.46,21.82,59.18
44,gasolina_90_013,gasolina_90,350.3,286.82,461.2,543.48,190.97,301.44,21.98,60.94
45,gasolina_90_013,gasolina_90,353.09,290.48,459.39,542.51,190.54,300.74,22.06,59.82
46,gasolina_90_013,gasolina_90,352.17,284.99,464.57,546.07,186.79,303.81,21.85,60.18
47,gasolina_90_013,gasolina_90,353.18,290.55,470.7,547.66,187.47,306.11,22.11,60.32
48,gasolina_90_013,gasolina_90,349.79,297.25,466.36,545.4,197.75,306.41,21.92,58.9
49,gasolina_90_013,gasolina_90,360.01,291.0,466.34,546.97,194.61,308.66,21.97,60.15
50,gasolina_90_013,gasolina_90,354.95,296.21,470.77,552.27,193.75,308.61,21.93,60.37
51,gasolina_90_013,gasolina_90,357.33,293.25,470.47,550.93,194.03,307.31,21.76,60.03
52,gasolina_90_013,gasolina_90,358.74,297.72,475.49,554.96,189.94,306.7,21.79,60.35
53,gasolina_90_013,gasolina_90,363.49,296.83,472.98,557.45,193.64,310.5,21.76,60.34
54,gasolina_90_013,gasolina_90,357.06,294.95,473.59,552.37,191.83,305.47,22.19,60.56
55,gasolina_90_013,gasolina_90,354.65,301.83,473.06,557.7,192.64,310.44,21.96,60.61
56,gasolina_90_013,gasolina_90,357.39,301.23,479.6,558.22,200.15,309.29,22.19,59.95
57,gasolina_90_013,gasolina_90,365.38,299.85,475.88,560.86,192.0,307.13,21.9,60.31
58,gasolina_90_013,gasolina_90,366.39,300.65,481.7,553.69,192.43,310.96,21.98,60.04
59,gasolina_90_013,gasolina_90,364.78,299.4,478.82,558.4,191.25,311.91,21.97,59.92
0,gasolina_90_014,gasolina_90,0.0,2.2,0.0,0.0,6.44,0.0,21.6,59.25
1,gasolina_90_014,gasolina_90,31.79,24.14,29.59,44.69,14.69,22.99,21.95,58.85
2,gasolina_90_014,gasolina_90,53.85,38.91,59.48,81.96,23.72,37.94,21.97,60.55
3,gasolina_90_014,gasolina_90,82.85,58.55,90.22,120.05,35.75,45.22,21.9,59.94
4,gasolina_90_014,gasolina_90,106.92,79.16,112.92,150.48,40.72,66.23,21.61,60.0
5,gasolina_90_014,gasolina_90,123.11,89.27,134.12,189.83,46.6,73.61,22.18,59.28
6,gasolina_90_014,gasolina_90,149.72,103.69,158.04,219.46,55.35,94.1,21.98,60.15
7,gasolina_90_014,gasolina_90,166.92,120.6,181.33,246.23,55.43,102.9,22.07,59.66
8,gasolina_90_014,gasolina_90,182.63,137.5,201.0,272.58,64.03,110.49,22.26,60.07
9,gasolina_90_014,gasolina_90,201.9,146.78,215.35,302.78,77.67,121.9,21.87,58.69
10,gasolina_90_014,gasolina_90,215.07,152.63,235.28,320.7,75.35,132.13,22.1,60.26
11,gasolina_90_014,gasolina_90,228.76,166.92,246.71,346.27,87.15,139.32,21.85,59.77
12,gasolina_90_014,gasolina_90,241.67,178.29,264.99,366.95,86.55,148.63,21.7,59.5
13,gasolina_90_014,gasolina_90,257.96,189.6,277.71,383.57,93.43,154.59,21.97,60.3
14,gasolina_90_014,gasolina_90,270.11,197.77,290.34,399.67,100.59,163.82,22.01,59.84
15,gasolina_90_014,gasolina_90,285.57,196.36,299.64,419.74,106.25,170.01,21.95,60.15
16,gasolina_90_014,gasolina_90,297.96,205.06,313.92,432.58,109.12,186.72,21.95,59.3
17,gasolina_90_014,gasolina_90,307.1,222.25,327.62,445.53,113.5,187.28,21.79,60.19
18,gasolina_90_014,gasolina_90,318.25,228.52,337.12,460.9,117.7,187.33,22.09,59.31
19,gasolina_90_014,gasolina_90,327.22,230.45,350.5,476.29,113.52,200.55,22.31,60.44
20,gasolina_90_014,gasolina_90,329.94,236.16,355.9,484.72,125.23,201.67,21.46,60.17
21,gasolina_90_014,gasolina_90,338.85,242.32,362.57,500.49,126.28,206.73,21.93,59.98
22,gasolina_90_014,gasolina_90,347.13,245.26,373.09,509.96,130.14,214.0,21.86,60.41
23,gasolina_90_014,gasolina_90,350.93,254.55,376.98,515.35,128.79,206.27,21.65,59.91
24,gasolina_90_014,gasolina_90,360.31,255.83,380.51,525.16,131.39,219.85,22.0,60.58
25,gasolina_90_014,gasolina_90,367.13,258.89,390.69,532.02,132.02,225.0,22.14,60.7
26,gasolina_90_014,gasolina_90,370.52,269.09,396.84,548.69,134.26,227.11,22.3,59.9
27,gasolina_90_014,gasolina_90,377.23,272.59,402.52,547.85,142.62,226.69,22.03,60.58
28,gasolina_90_014,gasolina_90,379.55,269.13,408.82,553.48,137.07,231.75,21.95,59.23
29,gasolina_90_014,gasolina_90,390.66,275.67,417.17,564.67,136.92,234.55,21.96,59.41
30,gasolina_90_014,gasolina_90,394.5,276.5,411.86,575.61,139.57,234.47,21.65,60.87
31,gasolina_90_014,gasolina_90,390.16,281.35,424.33,578.66,142.32,233.57,21.84,60.09
32,gasolina_90_014,gasolina_90,395.35,284.42,427.58,585.68,140.16,247.5,22.15,60.0
33,gasolina_90_014,gasolina_90,404.42,293.36,424.91,587.16,137.95,243.57,22.07,59.98
34,gasolina_90_014,gasolina_90,402.42,282.42,433.79,596.93,144.47,246.27,21.69,60.23
35,gasolina_90_014,gasolina_90,406.21,288.43,433.62,595.8,148.48,242.84,21.92,59.98
36,gasolina_90_014,gasolina_90,406.92,298.12,436.36,599.11,145.42,253.88,22.11,59.53
37,gasolina_90_014,gasolina_90,416.17,295.22,442.51,603.95,147.06,251.09,21.89,60.91
38,gasolina_90_014,gasolina_90,411.52,300.99,444.05,609.5,152.71,249.69,22.17,58.65
39,gasolina_90_014,gasolina_90,415.48,295.25,443.1,611.34,152.2,255.08,22.05,59.67
40,gasolina_90_014,gasolina_90,420.9,299.94,451.98,617.49,151.91,251.59,21.87,59.73
41,gasolina_90_014,gasolina_90,420.87,301.81,453.48,617.96,152.6,255.94,21.9,59.54
42,gasolina_90_014,gasolina_90,418.44,300.27,454.77,618.78,152.52,258.06,22.1,59.46
43,gasolina_90_014,gasolina_90,428.47,307.0,451.86,621.01,157.45,257.29,21.56,59.3
44,gasolina_90_014,gasolina_90,426.39,301.31,455.78,626.0,158.86,257.86,22.21,60.71
45,gasolina_90_014,gasolina_90,432.99,306.76,452.79,629.56,158.18,259.42,22.35,60.43
46,gasolina_90_014,gasolina_90,431.84,310.2,461.23,622.82,154.06,264.14,21.84,59.89
47,gasolina_90_014,gasolina_90,428.35,313.26,466.72,629.63,156.49,259.32,22.12,60.25
48,gasolina_90_014,gasolina_90,435.19,309.81,471.84,631.06,151.38,260.95,21.69,59.25
49,gasolina_90_014,gasolina_90,430.94,306.89,461.44,637.44,155.42,262.31,22.18,59.62
50,gasolina_90_014,gasolina_90,434.26,311.55,459.66,630.35,158.38,265.0,22.41,60.08
51,gasolina_90_014,gasolina_90,438.55,310.61,467.49,644.03,151.34,265.39,22.43,60.14
52,gasolina_90_014,gasolina_90,442.01,310.0,467.54,640.55,151.41,261.24,21.78,60.41
53,gasolina_90_014,gasolina_90,440.58,313.51,471.08,641.29,162.0,265.32,22.01,59.87
54,gasolina_90_014,gasolina_90,440.87,311.88,472.45,639.63,155.4,267.87,21.98,59.77
55,gasolina_90_014,gasolina_90,442.28,311.89,469.77,648.39,163.61,271.01,21.94,60.62
56,gasolina_90_014,gasolina_90,437.51,311.52,464.11,650.3,156.67,266.36,21.82,60.35
57,gasolina_90_014,gasolina_90,439.92,310.82,473.23,642.0,157.0,260.84,21.72,60.09
58,gasolina_90_014,gasolina_90,435.81,310.76,472.6,645.62,165.72,273.06,21.83,60.28
59,gasolina_90_014,gasolina_90,444.56,313.84,468.77,648.11,159.45,266.62,22.09,59.62
0,gasolina_90_015,gasolina_90,0.0,0.0,5.61,0.0,7.32,1.31,22.02,60.24
1,gasolina_90_015,gasolina_90,33.94,17.84,29.88,32.79,12.57,10.88,22.0,60.85
2,gasolina_90_015,gasolina_90,51.45,39.42,62.49,70.54,21.66,36.61,22.39,60.13
3,gasolina_90_015,gasolina_90,74.02,61.6,96.72,96.11,33.47,41.16,22.08,60.33
4,gasolina_90_015,gasolina_90,91.58,74.19,116.61,124.53,46.91,56.07,21.94,59.19
5,gasolina_90_015,gasolina_90,116.37,91.37,143.92,153.5,55.35,68.12,21.7,60.9
6,gasolina_90_015,gasolina_90,132.78,106.13,172.96,189.78,60.01,83.42,21.86,59.73
7,gasolina_90_015,gasolina_90,150.18,117.0,192.09,198.26,74.95,92.99,22.08,59.77
8,gasolina_90_015,gasolina_90,167.77,134.29,209.57,223.59,77.35,100.22,21.58,60.67
9,gasolina_90_015,gasolina_90,182.26,149.13,235.77,241.37,83.98,119.99,22.35,59.98
10,gasolina_90_015,gasolina_90,199.55,155.17,252.1,262.32,87.99,117.16,22.0,59.43
11,gasolina_90_015,gasolina_90,212.11,164.53,265.52,285.02,101.23,129.34,22.18,60.24
12,gasolina_90_015,gasolina_90,229.3,176.37,282.55,295.4,105.19,139.97,22.26,60.48
13,gasolina_90_015,gasolina_90,231.42,190.36,293.26,317.75,110.98,146.4,21.73,60.59
14,gasolina_90_015,gasolina_90,243.48,193.85,309.75,324.52,117.61,156.46,22.53,60.05
15,gasolina_90_015,gasolina_90,261.59,204.74,327.32,342.54,122.81,158.96,21.88,59.96
16,gasolina_90_015,gasolina_90,267.76,214.18,334.85,356.31,132.55,166.75,22.27,60.01
17,gasolina_90_015,gasolina_90,277.96,221.87,354.17,362.68,127.16,172.71,21.94,59.66
18,gasolina_90_015,gasolina_90,281.72,223.9,355.98,386.09,135.06,173.78,22.12,60.48
19,gasolina_90_015,gasolina_90,296.26,235.06,368.31,389.48,141.19,177.2,22.0,60.2
20,gasolina_90_015,gasolina_90,303.2,232.37,381.71,399.55,144.52,185.64,22.32,60.68
21,gasolina_90_015,gasolina_90,311.83,247.52,389.21,409.59,148.3,189.74,21.94,60.2
22,gasolina_90_015,gasolina_90,314.18,245.76,400.4,418.3,154.9,186.62,21.89,60.02
23,gasolina_90_015,gasolina_90,323.77,254.33,405.13,422.84,148.16,196.17,21.73,59.73
24,gasolina_90_015,gasolina_90,327.55,254.67,416.19,437.46,149.61,195.87,21.54,59.61
25,gasolina_90_015,gasolina_90,333.67,260.58,419.47,436.3,159.24,200.24,22.0,59.95
26,gasolina_90_015,gasolina_90,332.53,262.3,427.27,448.68,162.35,205.92,22.03,59.14
27,gasolina_90_015,gasolina_90,340.19,269.35,436.1,455.74,166.01,209.57,21.86,60.06
28,gasolina_90_015,gasolina_90,346.06,270.06,434.58,458.85,168.28,204.19,22.24,59.53
29,gasolina_90_015,gasolina_90,345.31,279.64,443.07,468.66,167.79,219.09,22.11,59.92
